B/L-No.,Expediter,,ExpCarr,POL,,POD,,ExpRef#,ExpFDA-ID,FOB
MESLAX11J04,Universal Shipping Inc.,,YM Milestone V.0001W,Puerto de San Benito,,"New York, NY",,UNSL,1.127180793E10,Shipping Point
BLWNYC110166,Universal Shipping Inc.,,President Adams V.0212W,Puerto de San Benito,,"Bayonne, NJ",,UNSL,1.127180793E10,Destination
BLWNYC041121,Universal Shipping Inc.,,APL Japan V.0128W,Puerto de San Benito,,"Bayonne, NJ",,UNSL,1.127180793E10,Destination
"",,,,,,,,,,
"",,,,,,,,,
"",,,,,,,,,
"",,,,,,,,,
"",,,,,,,,,
"",,,,,,,,,
"",,,,,,,,,
